name	number_unique_genes	number_multiple_genes	number_multiple_unique_genes	number_missing_genes	list_unique_genes	list_multiple_genes	list_multiple_unique_genes	list_missing_genes
METABAT__200-contigs	83	2	0	35	PF00380.14,PF00466.15,PF01025.14,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00088,TIGR00090,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00362,TIGR00382,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00436,TIGR00442,TIGR00456,TIGR00460,TIGR00468,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00928,TIGR00959,TIGR00963,TIGR01011,TIGR01032,TIGR01059,TIGR01063,TIGR01066,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01169,TIGR01302,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02075,TIGR02191,TIGR02273,TIGR02397,TIGR02432,TIGR02729,TIGR03594,TIGR03723,TIGR03725	TIGR00092,TIGR00344		PF00410.14,PF02576.12,PF03726.9,TIGR00059,TIGR00084,TIGR00086,TIGR00392,TIGR00435,TIGR00445,TIGR00459,TIGR00472,TIGR00635,TIGR00643,TIGR00922,TIGR00964,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01029,TIGR01039,TIGR01044,TIGR01071,TIGR01079,TIGR01164,TIGR01171,TIGR01391,TIGR02027,TIGR02350,TIGR02386,TIGR03263,TIGR03625,TIGR03632,TIGR03654,TIGR03953
METABAT__201-contigs	84	0	0	36	PF00380.14,PF00466.15,PF02576.12,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00054,TIGR00059,TIGR00064,TIGR00065,TIGR00082,TIGR00086,TIGR00088,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00431,TIGR00435,TIGR00436,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00631,TIGR00634,TIGR00635,TIGR00663,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00964,TIGR01009,TIGR01011,TIGR01017,TIGR01029,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02027,TIGR02075,TIGR02191,TIGR02350,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03723,TIGR03725,TIGR03953			PF00410.14,PF01025.14,PF03726.9,TIGR00043,TIGR00061,TIGR00083,TIGR00084,TIGR00090,TIGR00158,TIGR00166,TIGR00168,TIGR00362,TIGR00416,TIGR00420,TIGR00442,TIGR00445,TIGR00472,TIGR00615,TIGR00643,TIGR00717,TIGR00959,TIGR00963,TIGR00967,TIGR01021,TIGR01032,TIGR01039,TIGR01071,TIGR01079,TIGR01082,TIGR01394,TIGR02013,TIGR02273,TIGR02386,TIGR02397,TIGR03632,TIGR03654
METABAT__202-contigs	54	0	0	66	PF00380.14,PF01025.14,PF03726.9,TIGR00006,TIGR00059,TIGR00064,TIGR00082,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00095,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00337,TIGR00344,TIGR00398,TIGR00431,TIGR00436,TIGR00445,TIGR00456,TIGR00459,TIGR00468,TIGR00472,TIGR00496,TIGR00593,TIGR00635,TIGR00643,TIGR00755,TIGR00928,TIGR00963,TIGR01011,TIGR01017,TIGR01029,TIGR01066,TIGR01087,TIGR01146,TIGR01391,TIGR01394,TIGR01510,TIGR02027,TIGR02075,TIGR02191,TIGR02350,TIGR02397,TIGR02432,TIGR02729,TIGR03594,TIGR03632,TIGR03723,TIGR03725			PF00410.14,PF00466.15,PF02576.12,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00061,TIGR00065,TIGR00083,TIGR00092,TIGR00115,TIGR00116,TIGR00138,TIGR00250,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00414,TIGR00416,TIGR00420,TIGR00435,TIGR00442,TIGR00460,TIGR00487,TIGR00539,TIGR00580,TIGR00615,TIGR00631,TIGR00634,TIGR00663,TIGR00717,TIGR00810,TIGR00922,TIGR00959,TIGR00964,TIGR00967,TIGR01009,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01071,TIGR01079,TIGR01082,TIGR01128,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01393,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02273,TIGR02386,TIGR03263,TIGR03625,TIGR03654,TIGR03953
METABAT__203-contigs	47	1	0	72	PF00380.14,PF00410.14,PF00466.15,TIGR00020,TIGR00059,TIGR00092,TIGR00138,TIGR00158,TIGR00166,TIGR00186,TIGR00362,TIGR00398,TIGR00414,TIGR00416,TIGR00435,TIGR00580,TIGR00615,TIGR00631,TIGR00663,TIGR00755,TIGR00810,TIGR00922,TIGR00964,TIGR00967,TIGR01009,TIGR01021,TIGR01029,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01632,TIGR02013,TIGR02027,TIGR02386,TIGR02397,TIGR02432,TIGR03625,TIGR03632,TIGR03654,TIGR03953	TIGR00963		PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00029,TIGR00043,TIGR00054,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00095,TIGR00115,TIGR00116,TIGR00168,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00382,TIGR00392,TIGR00396,TIGR00420,TIGR00431,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00593,TIGR00634,TIGR00635,TIGR00643,TIGR00717,TIGR00928,TIGR00959,TIGR01011,TIGR01017,TIGR01032,TIGR01039,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01951,TIGR01953,TIGR02012,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02729,TIGR03263,TIGR03594,TIGR03723,TIGR03725
METABAT__205-contigs	53	12	0	55	PF00410.14,PF01025.14,TIGR00019,TIGR00029,TIGR00054,TIGR00065,TIGR00083,TIGR00095,TIGR00115,TIGR00116,TIGR00158,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00362,TIGR00414,TIGR00416,TIGR00420,TIGR00435,TIGR00442,TIGR00445,TIGR00456,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00593,TIGR00634,TIGR00635,TIGR00663,TIGR00717,TIGR00928,TIGR00959,TIGR01009,TIGR01011,TIGR01029,TIGR01044,TIGR01079,TIGR01087,TIGR01164,TIGR01171,TIGR01302,TIGR02012,TIGR02013,TIGR02075,TIGR02350,TIGR02386,TIGR03594,TIGR03625,TIGR03725,TIGR03953	TIGR00043,TIGR00092,TIGR00138,TIGR00382,TIGR00396,TIGR00459,TIGR00643,TIGR00963,TIGR01128,TIGR01393,TIGR02432,TIGR03263		PF00380.14,PF00466.15,PF02576.12,PF03726.9,TIGR00006,TIGR00020,TIGR00059,TIGR00061,TIGR00064,TIGR00082,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00166,TIGR00168,TIGR00344,TIGR00392,TIGR00398,TIGR00431,TIGR00436,TIGR00460,TIGR00580,TIGR00615,TIGR00631,TIGR00755,TIGR00810,TIGR00922,TIGR00964,TIGR00967,TIGR01017,TIGR01021,TIGR01032,TIGR01039,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01082,TIGR01146,TIGR01169,TIGR01391,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02027,TIGR02191,TIGR02273,TIGR02397,TIGR02729,TIGR03632,TIGR03654,TIGR03723
METABAT__208-contigs	73	0	0	47	PF00380.14,PF00466.15,PF01025.14,PF03726.9,TIGR00019,TIGR00020,TIGR00043,TIGR00059,TIGR00061,TIGR00065,TIGR00086,TIGR00088,TIGR00092,TIGR00095,TIGR00115,TIGR00158,TIGR00166,TIGR00168,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00396,TIGR00398,TIGR00414,TIGR00420,TIGR00435,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00468,TIGR00472,TIGR00593,TIGR00631,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00963,TIGR00964,TIGR00967,TIGR01017,TIGR01032,TIGR01059,TIGR01063,TIGR01066,TIGR01082,TIGR01087,TIGR01169,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR02012,TIGR02013,TIGR02027,TIGR02191,TIGR02350,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03632,TIGR03723,TIGR03725		PF00410.14,PF02576.12,TIGR00006,TIGR00029,TIGR00054,TIGR00064,TIGR00082,TIGR00083,TIGR00084,TIGR00090,TIGR00116,TIGR00138,TIGR00186,TIGR00392,TIGR00416,TIGR00431,TIGR00436,TIGR00460,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00615,TIGR00634,TIGR00635,TIGR00959,TIGR01009,TIGR01011,TIGR01021,TIGR01029,TIGR01039,TIGR01044,TIGR01071,TIGR01079,TIGR01128,TIGR01146,TIGR01164,TIGR01171,TIGR01302,TIGR01951,TIGR01953,TIGR02075,TIGR02273,TIGR02386,TIGR03625,TIGR03654,TIGR03953
METABAT__209-contigs	81	3	0	36	PF00380.14,PF00410.14,PF01025.14,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00064,TIGR00083,TIGR00086,TIGR00088,TIGR00090,TIGR00095,TIGR00115,TIGR00166,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00435,TIGR00445,TIGR00456,TIGR00459,TIGR00468,TIGR00539,TIGR00580,TIGR00615,TIGR00631,TIGR00635,TIGR00643,TIGR00663,TIGR00755,TIGR00810,TIGR00928,TIGR00959,TIGR00967,TIGR01009,TIGR01011,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02191,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03725,TIGR03953	TIGR00116,TIGR00362,TIGR01044		PF00466.15,PF02576.12,TIGR00061,TIGR00065,TIGR00082,TIGR00084,TIGR00092,TIGR00138,TIGR00158,TIGR00168,TIGR00186,TIGR00382,TIGR00416,TIGR00420,TIGR00431,TIGR00436,TIGR00442,TIGR00460,TIGR00472,TIGR00487,TIGR00496,TIGR00593,TIGR00634,TIGR00717,TIGR00922,TIGR00963,TIGR00964,TIGR01017,TIGR01059,TIGR01063,TIGR01169,TIGR01632,TIGR01951,TIGR02075,TIGR02273,TIGR03723
METABAT__21-contigs	101	9	0	10	PF00380.14,PF00410.14,PF00466.15,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00059,TIGR00061,TIGR00064,TIGR00082,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00580,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01032,TIGR01044,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01087,TIGR01128,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02397,TIGR02432,TIGR02729,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00054,TIGR00065,TIGR00083,TIGR00382,TIGR00539,TIGR00643,TIGR01039,TIGR01146,TIGR02012		PF01025.14,TIGR00362,TIGR00593,TIGR00663,TIGR01029,TIGR01059,TIGR01302,TIGR02350,TIGR02386,TIGR03263
METABAT__212-contigs	86	3	0	31	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF02576.12,TIGR00006,TIGR00019,TIGR00029,TIGR00054,TIGR00059,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00092,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00362,TIGR00382,TIGR00392,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00442,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00487,TIGR00539,TIGR00593,TIGR00635,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01032,TIGR01039,TIGR01044,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01128,TIGR01164,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02273,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953	TIGR00043,TIGR01146,TIGR01393	PF03726.9,TIGR00020,TIGR00061,TIGR00064,TIGR00065,TIGR00090,TIGR00095,TIGR00115,TIGR00116,TIGR00344,TIGR00396,TIGR00436,TIGR00445,TIGR00472,TIGR00496,TIGR00580,TIGR00615,TIGR00631,TIGR00634,TIGR00643,TIGR00959,TIGR00963,TIGR01029,TIGR01059,TIGR01087,TIGR01394,TIGR02075,TIGR02191,TIGR02350,TIGR03263,TIGR03594
METABAT__214-contigs	86	3	0	31	PF00380.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00019,TIGR00043,TIGR00054,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00392,TIGR00396,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00436,TIGR00442,TIGR00456,TIGR00460,TIGR00487,TIGR00496,TIGR00580,TIGR00635,TIGR00643,TIGR00717,TIGR00810,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01029,TIGR01039,TIGR01044,TIGR01059,TIGR01066,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02397,TIGR02729,TIGR03263,TIGR03625,TIGR03632,TIGR03723,TIGR03725,TIGR03953	TIGR00382,TIGR00435,TIGR00663		PF00410.14,TIGR00006,TIGR00020,TIGR00029,TIGR00059,TIGR00086,TIGR00115,TIGR00168,TIGR00362,TIGR00398,TIGR00445,TIGR00459,TIGR00468,TIGR00472,TIGR00539,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00755,TIGR00928,TIGR01021,TIGR01032,TIGR01063,TIGR01071,TIGR01079,TIGR01164,TIGR02386,TIGR02432,TIGR03594,TIGR03654
METABAT__22-contigs	72	5	0	43	PF00380.14,PF01025.14,TIGR00006,TIGR00019,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00065,TIGR00082,TIGR00083,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00158,TIGR00166,TIGR00194,TIGR00337,TIGR00344,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00420,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00615,TIGR00631,TIGR00717,TIGR00755,TIGR00810,TIGR00928,TIGR01011,TIGR01017,TIGR01032,TIGR01039,TIGR01063,TIGR01066,TIGR01082,TIGR01128,TIGR01146,TIGR01302,TIGR01393,TIGR01394,TIGR01510,TIGR01951,TIGR01953,TIGR02012,TIGR02027,TIGR02075,TIGR02191,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03632,TIGR03723,TIGR03725	PF02576.12,PF03726.9,TIGR00168,TIGR00431,TIGR02013		PF00410.14,PF00466.15,TIGR00020,TIGR00029,TIGR00064,TIGR00084,TIGR00086,TIGR00088,TIGR00138,TIGR00186,TIGR00250,TIGR00362,TIGR00416,TIGR00460,TIGR00539,TIGR00580,TIGR00593,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00922,TIGR00959,TIGR00963,TIGR00964,TIGR00967,TIGR01009,TIGR01021,TIGR01029,TIGR01044,TIGR01059,TIGR01071,TIGR01079,TIGR01087,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01632,TIGR02273,TIGR03625,TIGR03654,TIGR03953
METABAT__221-contigs	102	1	0	17	PF00380.14,PF00466.15,PF01025.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00054,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00083,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00168,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00392,TIGR00396,TIGR00398,TIGR00414,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00631,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00964,TIGR01011,TIGR01029,TIGR01032,TIGR01039,TIGR01059,TIGR01063,TIGR01066,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01169,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02075,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03723,TIGR03725	TIGR00382		PF00410.14,TIGR00059,TIGR00460,TIGR00967,TIGR01009,TIGR01017,TIGR01021,TIGR01044,TIGR01071,TIGR01079,TIGR01164,TIGR01171,TIGR02027,TIGR03625,TIGR03632,TIGR03654,TIGR03953
METABAT__222-contigs	71	6	0	43	PF00380.14,PF02576.12,PF03726.9,TIGR00006,TIGR00019,TIGR00043,TIGR00064,TIGR00065,TIGR00082,TIGR00084,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00115,TIGR00116,TIGR00166,TIGR00168,TIGR00194,TIGR00250,TIGR00337,TIGR00362,TIGR00382,TIGR00392,TIGR00416,TIGR00431,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00468,TIGR00472,TIGR00487,TIGR00496,TIGR00539,TIGR00580,TIGR00634,TIGR00635,TIGR00643,TIGR00663,TIGR00717,TIGR00755,TIGR00810,TIGR00959,TIGR00967,TIGR01011,TIGR01032,TIGR01039,TIGR01063,TIGR01066,TIGR01071,TIGR01082,TIGR01087,TIGR01128,TIGR01146,TIGR01302,TIGR01391,TIGR01393,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02075,TIGR02273,TIGR02386,TIGR02432,TIGR02729,TIGR03263,TIGR03594,TIGR03632,TIGR03723	TIGR00186,TIGR00396,TIGR00398,TIGR00460,TIGR00631,TIGR00963		PF00410.14,PF00466.15,PF01025.14,TIGR00020,TIGR00029,TIGR00054,TIGR00059,TIGR00061,TIGR00083,TIGR00095,TIGR00138,TIGR00158,TIGR00344,TIGR00414,TIGR00420,TIGR00435,TIGR00459,TIGR00593,TIGR00615,TIGR00922,TIGR00928,TIGR00964,TIGR01009,TIGR01017,TIGR01021,TIGR01029,TIGR01044,TIGR01059,TIGR01079,TIGR01164,TIGR01169,TIGR01171,TIGR01394,TIGR01510,TIGR01632,TIGR02027,TIGR02191,TIGR02350,TIGR02397,TIGR03625,TIGR03654,TIGR03725,TIGR03953
METABAT__224-contigs	74	4	0	42	PF00380.14,PF00410.14,PF01025.14,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00043,TIGR00054,TIGR00059,TIGR00065,TIGR00083,TIGR00086,TIGR00088,TIGR00090,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00186,TIGR00194,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00414,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00496,TIGR00631,TIGR00635,TIGR00755,TIGR00810,TIGR00928,TIGR00963,TIGR00967,TIGR01009,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01039,TIGR01044,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01171,TIGR01510,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02432,TIGR02729,TIGR03263,TIGR03632,TIGR03654,TIGR03725	TIGR00643,TIGR01302,TIGR03625,TIGR03953		PF00466.15,PF02576.12,TIGR00029,TIGR00061,TIGR00064,TIGR00082,TIGR00084,TIGR00092,TIGR00095,TIGR00115,TIGR00168,TIGR00398,TIGR00416,TIGR00472,TIGR00487,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00634,TIGR00663,TIGR00717,TIGR00922,TIGR00959,TIGR00964,TIGR01032,TIGR01059,TIGR01082,TIGR01169,TIGR01391,TIGR01393,TIGR01394,TIGR01632,TIGR01951,TIGR01953,TIGR02191,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR03594,TIGR03723
METABAT__226-contigs	96	0	0	24	PF00380.14,PF00410.14,PF00466.15,PF01025.14,PF03726.9,TIGR00006,TIGR00019,TIGR00029,TIGR00043,TIGR00054,TIGR00059,TIGR00061,TIGR00064,TIGR00065,TIGR00082,TIGR00084,TIGR00088,TIGR00092,TIGR00095,TIGR00115,TIGR00116,TIGR00138,TIGR00158,TIGR00166,TIGR00250,TIGR00337,TIGR00344,TIGR00362,TIGR00382,TIGR00392,TIGR00396,TIGR00398,TIGR00416,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00445,TIGR00456,TIGR00459,TIGR00468,TIGR00472,TIGR00496,TIGR00539,TIGR00580,TIGR00593,TIGR00615,TIGR00643,TIGR00663,TIGR00717,TIGR00810,TIGR00922,TIGR00928,TIGR00959,TIGR00963,TIGR00967,TIGR01011,TIGR01017,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01082,TIGR01128,TIGR01146,TIGR01169,TIGR01171,TIGR01302,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR02012,TIGR02013,TIGR02027,TIGR02075,TIGR02273,TIGR02350,TIGR02386,TIGR02397,TIGR02432,TIGR03263,TIGR03594,TIGR03625,TIGR03632,TIGR03654,TIGR03723,TIGR03725,TIGR03953			PF02576.12,TIGR00020,TIGR00083,TIGR00086,TIGR00090,TIGR00168,TIGR00186,TIGR00194,TIGR00414,TIGR00442,TIGR00460,TIGR00487,TIGR00631,TIGR00634,TIGR00635,TIGR00755,TIGR00964,TIGR01009,TIGR01044,TIGR01087,TIGR01164,TIGR01953,TIGR02191,TIGR02729
METABAT__231-contigs	88	5	0	27	PF00380.14,PF00410.14,PF00466.15,PF03726.9,TIGR00006,TIGR00019,TIGR00020,TIGR00029,TIGR00043,TIGR00059,TIGR00061,TIGR00064,TIGR00082,TIGR00083,TIGR00086,TIGR00088,TIGR00090,TIGR00092,TIGR00095,TIGR00115,TIGR00138,TIGR00186,TIGR00194,TIGR00250,TIGR00344,TIGR00362,TIGR00414,TIGR00420,TIGR00431,TIGR00435,TIGR00436,TIGR00442,TIGR00445,TIGR00456,TIGR00459,TIGR00460,TIGR00468,TIGR00472,TIGR00487,TIGR00580,TIGR00615,TIGR00631,TIGR00643,TIGR00663,TIGR00717,TIGR00922,TIGR00928,TIGR00959,TIGR00964,TIGR00967,TIGR01009,TIGR01021,TIGR01029,TIGR01032,TIGR01039,TIGR01044,TIGR01059,TIGR01063,TIGR01066,TIGR01071,TIGR01079,TIGR01087,TIGR01128,TIGR01146,TIGR01164,TIGR01169,TIGR01171,TIGR01391,TIGR01393,TIGR01394,TIGR01510,TIGR01632,TIGR01951,TIGR01953,TIGR02012,TIGR02013,TIGR02027,TIGR02191,TIGR02273,TIGR02350,TIGR02397,TIGR02432,TIGR02729,TIGR03625,TIGR03632,TIGR03654,TIGR03725,TIGR03953	TIGR00065,TIGR00168,TIGR00382,TIGR00593,TIGR01017		PF01025.14,PF02576.12,TIGR00054,TIGR00084,TIGR00116,TIGR00158,TIGR00166,TIGR00337,TIGR00392,TIGR00396,TIGR00398,TIGR00416,TIGR00496,TIGR00539,TIGR00634,TIGR00635,TIGR00755,TIGR00810,TIGR00963,TIGR01011,TIGR01082,TIGR01302,TIGR02075,TIGR02386,TIGR03263,TIGR03594,TIGR03723
